"OGU","domain","phylum","class","order","family","genus","species","UNITN","UHGG","PATH","WIS","cov_All"
"G016889225","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_glucuronolyticum",TRUE,TRUE,TRUE,FALSE,0.0712060036476119
"G016889365","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_kroppenstedtii",FALSE,FALSE,TRUE,FALSE,0.575957564286844
"G016889385","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_parahaemolyticus",TRUE,FALSE,TRUE,FALSE,0.940393001315036
"G016889425","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_amycolatum",TRUE,TRUE,TRUE,FALSE,0.405074783540469
"G016889465","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_macginleyi",FALSE,FALSE,TRUE,FALSE,0.203046916889543
"G016889925","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis",TRUE,TRUE,TRUE,TRUE,0.992589576826486
"G016890085","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium_violaceum",FALSE,FALSE,TRUE,FALSE,0.017559473051501
"G016894225","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_multivorum",FALSE,FALSE,TRUE,FALSE,0.0862559400588349
"G016900595","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena_fissicatena",FALSE,TRUE,FALSE,FALSE,0.0305545164389318
"G016904155","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_comes",TRUE,FALSE,FALSE,TRUE,0.608981084573772
"G016904755","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_albertii",TRUE,TRUE,TRUE,FALSE,0.456491612662818
"G016907455","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium_muris",FALSE,FALSE,FALSE,TRUE,0.103862311683996
"G016907735","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium_paucivorans",TRUE,FALSE,FALSE,FALSE,0.144431526606321
"G016907795","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Kocuria","Kocuria_palustris",TRUE,FALSE,FALSE,FALSE,0.46399812281743
"G016908115","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_gorbachii",FALSE,FALSE,TRUE,FALSE,0.338208863219115
"G016919465","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella_tyrosinosolvens",FALSE,FALSE,TRUE,FALSE,0.0210015158477849
"G016939475","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_calcoaceticus",FALSE,FALSE,TRUE,FALSE,0.0865713925947154
"G017090145","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_baumannii",TRUE,TRUE,TRUE,FALSE,0.418953291385247
"G017124975","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia_anophelis",FALSE,FALSE,TRUE,FALSE,0.0412842756454738
"G017132755","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum",TRUE,FALSE,FALSE,TRUE,0.705924735070216
"G017132775","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum",TRUE,FALSE,FALSE,TRUE,0.735838507378865
"G017161265","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_medium",TRUE,FALSE,FALSE,FALSE,0.953600994563552
"G017298675","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.122986425637487
"G017298695","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123818887531687
"G017298715","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123271494699767
"G017298735","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.125396179013245
"G017298755","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.122942264822514
"G017298775","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123156583977453
"G017298795","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.125261189308305
"G017298815","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.122423191326506
"G017298835","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123468156074697
"G017298855","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123588013600879
"G017298875","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123029223742523
"G017298895","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123846218091207
"G017298915","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123897483716593
"G017298935","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.122996781906591
"G017298955","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.125160022193877
"G017298975","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.124252789637029
"G017298995","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.124502739932282
"G017299015","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123799881019973
"G017299035","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.124010449275843
"G017299175","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.121221064413351
"G017299275","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.12402255660224
"G017299315","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123944362852579
"G017299435","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.1249889331434
"G017299535","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123109245488718
"G017299575","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.124451436839687
"G017301255","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.125099553728009
"G017301275","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.123701298135201
"G017301295","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.124167875227683
"G017301315","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.12352868452353
"G017309605","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_ureilytica",FALSE,TRUE,FALSE,FALSE,0.202629032943943
"G017310215","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_hydrophila",TRUE,TRUE,TRUE,TRUE,0.0746192558972166
"G017315965","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus_fluvialis",FALSE,FALSE,TRUE,FALSE,0.321782611839032
"G017498685","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia_ruckeri",FALSE,FALSE,TRUE,FALSE,0.0111268721756552
"G017504145","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia_muciniphila",TRUE,TRUE,FALSE,TRUE,0.927977730156067
"G017580385","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella_algae",FALSE,FALSE,TRUE,FALSE,0.00703523616584977
"G017582745","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_oculi",FALSE,FALSE,FALSE,TRUE,0.143569023849616
"G017638885","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_gasseri",TRUE,TRUE,TRUE,TRUE,0.950672708863509
"G017638945","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_variicola",TRUE,TRUE,TRUE,FALSE,0.417783659058364
"G017654245","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_marcescens",TRUE,FALSE,TRUE,TRUE,0.125767081223844
"G017753665","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_sicca",TRUE,FALSE,TRUE,FALSE,0.952831331897084
"G017821535","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_pylori",TRUE,FALSE,TRUE,FALSE,0.892996396380868
"G017873245","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_tertium",FALSE,TRUE,TRUE,FALSE,0.0215453252115317
"G017873435","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_turicensis",FALSE,FALSE,TRUE,FALSE,0.00119925200191294
"G017873595","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii",TRUE,TRUE,FALSE,TRUE,0.373476516457306
"G017873605","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_lactis",FALSE,TRUE,FALSE,FALSE,0.00703585049218311
"G017874535","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_nagyae",FALSE,FALSE,TRUE,FALSE,0.444731208576664
"G017876455","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_freneyi",TRUE,FALSE,FALSE,FALSE,0.0460401303069041
"G017893965","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema_parvum",FALSE,FALSE,TRUE,FALSE,0.959262111276924
"G017909455","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium_flaccumfaciens",FALSE,FALSE,TRUE,FALSE,0.0795207818665509
"G017979365","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_fennelliae",TRUE,FALSE,TRUE,FALSE,0.00306463174513878
"G017979395","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_heilmannii",FALSE,FALSE,TRUE,FALSE,0.00297868022314733
"G017979455","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_canis",FALSE,FALSE,TRUE,FALSE,0.0094620647145361
"G017979475","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_pullorum",FALSE,FALSE,TRUE,FALSE,0.00558266505824105
"G017979495","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_cinaedi",FALSE,FALSE,TRUE,FALSE,0.00540446664860978
"G018033035","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella_enterica",FALSE,TRUE,TRUE,FALSE,0.0470725833838906
"G018064205","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_aquatica",TRUE,FALSE,FALSE,FALSE,0.346914707448832
"G018094625","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_jensenii",TRUE,FALSE,TRUE,FALSE,0.417565761575731
"G018127785","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_scopos",TRUE,FALSE,FALSE,FALSE,0.59736713488289
"G018127825","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_nigrescens",TRUE,TRUE,TRUE,TRUE,0.994738404383289
"G018127985","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_multiformis",TRUE,FALSE,TRUE,FALSE,0.974168661095597
"G018128125","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_histicola",TRUE,FALSE,FALSE,FALSE,0.975614212074276
"G018128205","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_denticola",TRUE,TRUE,TRUE,TRUE,0.992227475580895
"G018128265","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium_cellulans",FALSE,FALSE,TRUE,FALSE,0.269914417081404
"G018206105","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_levii",FALSE,FALSE,TRUE,FALSE,0.0696727139751742
"G018206505","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_necrophorum",TRUE,FALSE,TRUE,FALSE,0.962930776621043
"G018257325","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Nissabacter","Nissabacter_archeti",FALSE,TRUE,FALSE,FALSE,0.0300552639350091
"G018292125","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cellulosilyticus",TRUE,TRUE,FALSE,FALSE,0.880382411881097
"G018292165","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis",TRUE,TRUE,TRUE,TRUE,0.965088072979429
"G018309165","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_cereus",FALSE,FALSE,TRUE,FALSE,0.0979452187829483
"G018323885","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_amalonaticus",FALSE,FALSE,TRUE,FALSE,0.133864948741731
"G018324045","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_variicola",TRUE,TRUE,TRUE,FALSE,0.412769683775712
"G018359905","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_veronii",TRUE,TRUE,TRUE,TRUE,0.0487235640067358
"G018359945","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_sobria",FALSE,FALSE,TRUE,FALSE,0.0221078820128425
"G018360005","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_caviae",TRUE,TRUE,TRUE,TRUE,0.25248718516336
"G018360025","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_hydrophila",TRUE,TRUE,TRUE,TRUE,0.0662994188803642
"G018409485","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_variabilis",FALSE,FALSE,TRUE,FALSE,0.205560990525643
"G018415665","Bacteria","Proteobacteria","Gammaproteobacteria","","","Wohlfahrtiimonas","Wohlfahrtiimonas_chitiniclastica",FALSE,FALSE,TRUE,FALSE,0.00243127607180056
"G018499185","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_infantarius",FALSE,TRUE,TRUE,TRUE,0.153685601616708
"G018739485","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_mycoides",FALSE,FALSE,TRUE,FALSE,0.039211280856789
"G018785505","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium_mitsuokai",TRUE,TRUE,FALSE,FALSE,0.125140239441403
"G018883525","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_youngae",FALSE,FALSE,TRUE,FALSE,0.260848472723575
"G018885085","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Clostridioides","Clostridioides_difficile",TRUE,TRUE,TRUE,FALSE,0.0635743328595278
"G018916835","Bacteria","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Tissierella","Tissierella_praeacuta",FALSE,FALSE,TRUE,FALSE,0.0836188276759329
"G018917555","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_devriesei",TRUE,FALSE,FALSE,FALSE,0.00944604932823561
"G018917805","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas_hominis",FALSE,FALSE,FALSE,TRUE,0.0157366486709148
"G018987235","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_crispatus",TRUE,TRUE,FALSE,FALSE,0.856912789085204
"G019037185","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus_caeni",FALSE,TRUE,FALSE,FALSE,0.00721158086150926
"G019042115","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_ruminantium",TRUE,TRUE,FALSE,FALSE,0.116624636257662
"G019046905","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_bugandensis",FALSE,TRUE,TRUE,FALSE,0.321200286875296
"G019046945","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_gordonii",TRUE,TRUE,TRUE,TRUE,0.980522650663873
"G019047105","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cloacae",TRUE,TRUE,TRUE,TRUE,0.335193519512589
"G019047205","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_pittii",FALSE,TRUE,FALSE,FALSE,0.208398887089423
"G019047765","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_pasteurii",FALSE,TRUE,TRUE,FALSE,0.253742064648236
"G019047785","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus",FALSE,TRUE,TRUE,TRUE,0.165849464113947
"G019047805","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_freneyi",TRUE,FALSE,FALSE,FALSE,0.0457830004177927
"G019047825","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mitis",TRUE,TRUE,TRUE,FALSE,0.994958421154298
"G019048065","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_farmeri",TRUE,FALSE,TRUE,FALSE,0.195293700596294
"G019048105","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_rettgeri",TRUE,FALSE,TRUE,FALSE,0.0202639734492723
"G019048125","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_aerogenes",TRUE,FALSE,TRUE,FALSE,0.219416089018744
"G019048165","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_coyleae",TRUE,FALSE,TRUE,FALSE,0.203758095273758
"G019048305","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_lwoffii",TRUE,FALSE,TRUE,FALSE,0.62919262438805
"G019048325","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_durans",TRUE,FALSE,TRUE,TRUE,0.0845219102464671
"G019048385","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea_agglomerans",TRUE,TRUE,TRUE,TRUE,0.140637434575617
"G019048645","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mutans",TRUE,TRUE,TRUE,TRUE,0.985399225986644
"G019048805","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_braakii",TRUE,TRUE,TRUE,FALSE,0.672580263877854
"G019130295","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_eggerthii",TRUE,TRUE,TRUE,TRUE,0.4925177817985
"G019141545","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_marcusii",FALSE,FALSE,FALSE,TRUE,0.643327311175684
"G019175485","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_raffinosus",TRUE,FALSE,TRUE,FALSE,0.0418423943372397
"G019201105","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas_campestris",FALSE,FALSE,FALSE,TRUE,0.0445389313108166
"G019219615","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia_nova",FALSE,FALSE,TRUE,FALSE,0.00196334946992454
"G019243775","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella_morganii",TRUE,TRUE,TRUE,TRUE,0.0486317766299458
"G019249635","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_copri",TRUE,TRUE,FALSE,TRUE,0.747784496304372
"G019331655","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_baumannii",TRUE,TRUE,TRUE,FALSE,0.417878213152079
"G019334725","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_perflava",FALSE,FALSE,TRUE,TRUE,0.989660642158948
"G019334765","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria_sicca",TRUE,FALSE,TRUE,FALSE,0.989676003538808
"G019355975","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_septicus",FALSE,FALSE,TRUE,FALSE,0.79699420102592
"G019355995","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter_haemolyticus",FALSE,FALSE,TRUE,FALSE,0.205449182684913
"G019375915","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_nanceiensis",FALSE,FALSE,TRUE,FALSE,0.983003664174784
"G019633635","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_glucuronolyticum",TRUE,TRUE,TRUE,FALSE,0.0576132547659919
"G019645815","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_heraklionense",FALSE,FALSE,TRUE,FALSE,0.00986104177281435
"G019645855","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_malmoense",FALSE,FALSE,TRUE,FALSE,0.0161972337988657
"G019645875","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_senegalense",FALSE,FALSE,TRUE,FALSE,0.00889592131856852
"G019650315","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Paraclostridium","Paraclostridium_bifermentans",FALSE,FALSE,TRUE,FALSE,0.0050216492589735
"G019656035","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_lactis",TRUE,FALSE,TRUE,FALSE,0.129306206183169
"G019665745","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cancerogenus",FALSE,TRUE,TRUE,TRUE,0.160674429622073
"G019668505","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","Borrelia_miyamotoi",FALSE,FALSE,TRUE,FALSE,0.00129556979137354
