Feature ID	Taxon
G000213575	G000213575
G000213975	G000213975
G000213995	G000213995
G000214235	G000214235
G000214555	G000214555
G000215745	G000215745
G000217775	G000217775
G000218235	G000218235
G000219605	G000219605
G000220215	G000220215
G000220235	G000220235
G000220255	G000220255
G000221205	G000221205
G000221985	G000221985
G000222105	G000222105
G000222745	G000222745
G000222765	G000222765
G000222975	G000222975
G000223275	G000223275
G000224255	G000224255
G000224275	G000224275
G000224615	G000224615
G000224965	G000224965
G000225345	G000225345
G000225705	G000225705
G000225825	G000225825
G000226135	G000226135
G000226495	G000226495
G000227295	G000227295
G000230915	G000230915
G000231215	G000231215
G000231275	G000231275
G000233595	G000233595
G000233835	G000233835
G000233955	G000233955
G000234095	G000234095
G000234135	G000234135
G000235885	G000235885
G000236145	G000236145
G000236165	G000236165
G000236865	G000236865
G000236925	G000236925
G000237205	G000237205
G000237805	G000237805
G000237845	G000237845
G000238055	G000238055
G000238075	G000238075
G000238115	G000238115
G000238135	G000238135
G000238795	G000238795
G000238915	G000238915
G000239275	G000239275
G000239295	G000239295
G000240185	G000240185
G000241265	G000241265
G000241345	G000241345
G000241525	G000241525
G000241955	G000241955
G000242235	G000242235
G000242335	G000242335
G000242435	G000242435
G000243015	G000243015
G000243035	G000243035
G000243215	G000243215
G000243275	G000243275
G000243675	G000243675
G000243695	G000243695
G000244755	G000244755
G000245755	G000245755
G000245775	G000245775
G000245795	G000245795
G000245815	G000245815
G000246755	G000246755
G000246945	G000246945
G000247625	G000247625
G000248015	G000248015
G000248035	G000248035
G000248055	G000248055
G000248075	G000248075
G000248155	G000248155
G000250795	G000250795
G000250875	G000250875
G000252995	G000252995
G000253175	G000253175
G000254135	G000254135
G000254515	G000254515
G000255355	G000255355
G000257765	G000257765
G000257825	G000257825
G000258445	G000258445
G000258845	G000258845
G000260715	G000260715
G000260755	G000260755
G000261325	G000261325
G000262225	G000262225
G000262245	G000262245
G000262265	G000262265
G000262545	G000262545
G000263055	G000263055
G000263815	G000263815
G000264805	G000264805
G000265365	G000265365
G000269565	G000269565
G000269805	G000269805
G000269925	G000269925
G000269965	G000269965
G000271325	G000271325
G000273175	G000273175
G000273525	G000273525
G000273745	G000273745
G000275805	G000275805
G000277125	G000277125
G000277165	G000277165
G000277285	G000277285
G000277735	G000277735
G000278235	G000278235
G000278315	G000278315
G000279975	G000279975
G000279995	G000279995
G000280015	G000280015
G000281755	G000281755
G000283495	G000283495
G000283595	G000283595
G000284155	G000284155
G000284195	G000284195
G000284355	G000284355
G000284635	G000284635
G000285495	G000285495
G000285555	G000285555
G000285595	G000285595
G000285835	G000285835
G000285995	G000285995
G000286355	G000286355
G000286555	G000286555
G000287615	G000287615
G000292935	G000292935
G000293805	G000293805
G000294495	G000294495
G000296445	G000296445
G000296465	G000296465
G000296835	G000296835
G000297075	G000297075
G000299635	G000299635
G000300915	G000300915
G000301035	G000301035
G000301075	G000301075
G000302635	G000302635
G000306235	G000306235
G000306255	G000306255
G000306675	G000306675
G000306945	G000306945
G000307265	G000307265
G000308095	G000308095
G000308275	G000308275
G000308355	G000308355
G000308375	G000308375
G000308415	G000308415
G000308435	G000308435
G000308455	G000308455
G000308475	G000308475
G000308575	G000308575
G000308635	G000308635
G000308675	G000308675
G000308695	G000308695
G000308755	G000308755
G000308795	G000308795
G000308815	G000308815
G000308855	G000308855
G000308875	G000308875
G000311745	G000311745
G000311845	G000311845
G000311985	G000311985
G000312005	G000312005
G000312045	G000312045
G000312125	G000312125
G000312145	G000312145
G000312465	G000312465
G000312485	G000312485
G000312505	G000312505
G000313175	G000313175
G000313565	G000313565
G000314675	G000314675
G000314735	G000314735
G000315425	G000315425
G000315445	G000315445
G000315465	G000315465
G000315485	G000315485
G000315525	G000315525
G000317935	G000317935
G000318115	G000318115
G000318135	G000318135
G000318195	G000318195
G000318215	G000318215
G000318355	G000318355
G000320405	G000320405
G000321005	G000321005
G000321045	G000321045
G000321105	G000321105
G000325665	G000325665
G000327285	G000327285
G000327325	G000327325
G000328885	G000328885
G000330825	G000330825
G000331815	G000331815
G000332875	G000332875
G000338875	G000338875
G000340375	G000340375
G000340435	G000340435
G000341505	G000341505
G000343165	G000343165
G000344575	G000344575
G000344745	G000344745
G000347875	G000347875
G000348015	G000348015
G000349975	G000349975
G000354175	G000354175
G000364285	G000364285
G000364325	G000364325
G000364445	G000364445
G000367205	G000367205
G000367325	G000367325
G000367405	G000367405
G000368025	G000368025
G000368045	G000368045
G000368065	G000368065
G000368085	G000368085
G000368145	G000368145
G000368625	G000368625
G000368665	G000368665
G000368685	G000368685
G000368765	G000368765
G000368805	G000368805
G000368825	G000368825
G000368885	G000368885
G000368905	G000368905
G000368925	G000368925
G000368965	G000368965
G000369005	G000369005
G000369045	G000369045
G000369065	G000369065
G000369385	G000369385
G000369625	G000369625
G000369885	G000369885
G000369945	G000369945
G000372065	G000372065
G000372365	G000372365
G000372405	G000372405
G000373345	G000373345
G000373605	G000373605
G000373705	G000373705
G000373745	G000373745
G000373885	G000373885
G000374365	G000374365
G000374505	G000374505
G000374605	G000374605
G000375345	G000375345
G000375505	G000375505
G000375525	G000375525
G000375645	G000375645
G000376285	G000376285
G000376325	G000376325
G000376405	G000376405
G000376705	G000376705
G000377625	G000377625
G000377685	G000377685
G000378085	G000378085
G000378725	G000378725
G000378745	G000378745
G000379145	G000379145
G000379185	G000379185
G000379505	G000379505
G000379665	G000379665
G000379745	G000379745
G000379905	G000379905
G000379925	G000379925
G000379945	G000379945
G000379965	G000379965
G000380145	G000380145
G000381365	G000381365
G000381525	G000381525
G000382385	G000382385
G000382425	G000382425
G000382825	G000382825
G000385925	G000385925
G000387565	G000387565
G000389675	G000389675
G000392875	G000392875
G000393015	G000393015
G000393835	G000393835
G000393915	G000393915
G000394055	G000394055
G000394615	G000394615
G000401415	G000401415
G000406945	G000406945
G000406965	G000406965
G000407125	G000407125
G000407145	G000407145
G000407245	G000407245
G000407405	G000407405
G000407425	G000407425
G000407545	G000407545
G000407565	G000407565
G000407585	G000407585
G000407645	G000407645
G000409305	G000409305
G000409755	G000409755
G000410535	G000410535
G000411115	G000411115
G000411175	G000411175
G000412335	G000412335
G000412675	G000412675
G000412995	G000412995
G000413035	G000413035
G000413055	G000413055
G000413475	G000413475
G000413855	G000413855
G000414075	G000414075
G000418535	G000418535
G000420065	G000420065
G000420105	G000420105
G000420345	G000420345
G000420405	G000420405
G000420465	G000420465
G000420505	G000420505
G000421205	G000421205
G000421785	G000421785
G000422085	G000422085
G000422605	G000422605
G000423185	G000423185
G000423285	G000423285
G000423385	G000423385
G000423485	G000423485
G000425005	G000425005
G000425045	G000425045
G000425845	G000425845
G000426425	G000426425
G000426485	G000426485
G000426585	G000426585
G000426605	G000426605
G000426665	G000426665
G000426745	G000426745
G000427235	G000427235
G000427365	G000427365
G000428105	G000428105
G000428125	G000428125
G000428565	G000428565
G000428965	G000428965
G000429205	G000429205
G000429225	G000429225
G000429265	G000429265
G000429885	G000429885
G000430205	G000430205
G000430225	G000430225
G000430525	G000430525
G000430565	G000430565
G000438455	G000438455
G000438845	G000438845
G000439045	G000439045
G000439065	G000439065
G000439085	G000439085
G000439125	G000439125
G000439255	G000439255
G000439775	G000439775
G000439895	G000439895
G000447435	G000447435
G000452245	G000452245
G000455225	G000455225
G000455245	G000455245
G000455445	G000455445
G000463115	G000463115
G000463665	G000463665
G000466385	G000466385
G000466525	G000466525
G000467105	G000467105
G000467145	G000467145
G000467875	G000467875
G000468015	G000468015
G000468055	G000468055
G000468115	G000468115
G000468135	G000468135
G000468635	G000468635
G000469035	G000469035
G000469305	G000469305
G000469345	G000469345
G000469485	G000469485
G000469705	G000469705
G000470255	G000470255
G000472405	G000472405
G000473485	G000473485
G000473955	G000473955
G000474055	G000474055
G000474135	G000474135
G000474215	G000474215
G000477535	G000477535
G000478275	G000478275
G000478365	G000478365
G000478885	G000478885
G000479045	G000479045
G000482365	G000482365
G000482505	G000482505
G000482845	G000482845
G000485555	G000485555
G000485795	G000485795
G000485945	G000485945
G000492155	G000492155
G000497205	G000497205
G000499665	G000499665
G000499785	G000499785
G000500045	G000500045
G000500065	G000500065
G000504585	G000504585
G000506865	G000506865
G000507185	G000507185
G000512145	G000512145
G000512355	G000512355
G000513155	G000513155
G000518105	G000518105
G000518145	G000518145
G000518165	G000518165
G000518625	G000518625
G000519105	G000519105
G000519165	G000519165
G000520835	G000520835
G000523535	G000523535
G000525775	G000525775
G000525895	G000525895
G000526875	G000526875
G000526915	G000526915
G000565015	G000565015
G000568735	G000568735
G000568975	G000568975
G000576145	G000576145
G000577815	G000577815
G000585335	G000585335
G000586255	G000586255
G000586315	G000586315
G000586375	G000586375
G000590555	G000590555
G000597745	G000597745
G000597765	G000597765
G000612055	G000612055
G000612965	G000612965
G000613225	G000613225
G000613245	G000613245
G000613325	G000613325
G000613345	G000613345
G000613365	G000613365
G000613405	G000613405
G000613485	G000613485
G000613505	G000613505
G000613565	G000613565
G000613625	G000613625
G000613665	G000613665
G000613705	G000613705
G000613725	G000613725
G000613765	G000613765
G000613785	G000613785
G000613825	G000613825
G000613925	G000613925
G000613965	G000613965
G000613985	G000613985
G000614005	G000614005
G000614105	G000614105
G000614205	G000614205
G000614285	G000614285
G000614325	G000614325
G000615005	G000615005
G000615285	G000615285
G000619885	G000619885
G000620965	G000620965
G000621045	G000621045
G000621225	G000621225
G000621245	G000621245
G000621265	G000621265
G000621385	G000621385
G000621645	G000621645
G000621685	G000621685
G000622185	G000622185
G000622225	G000622225
G000632965	G000632965
G000647955	G000647955
G000658965	G000658965
G000661975	G000661975
G000667805	G000667805
G000684935	G000684935
G000685115	G000685115
G000685805	G000685805
G000685905	G000685905
G000686245	G000686245
G000686565	G000686565
G000686605	G000686605
G000687595	G000687595
G000687635	G000687635
G000688415	G000688415
G000689255	G000689255
G000690815	G000690815
G000696385	G000696385
G000696635	G000696635
G000696675	G000696675
G000696715	G000696715
G000698925	G000698925
G000701265	G000701265
G000701665	G000701665
G000701685	G000701685
G000701705	G000701705
G000702585	G000702585
G000702905	G000702905
G000706625	G000706625
G000706805	G000706805
G000708125	G000708125
G000709415	G000709415
G000709795	G000709795
G000710035	G000710035
G000710755	G000710755
G000711885	G000711885
G000711965	G000711965
G000712255	G000712255
G000716625	G000716625
G000716975	G000716975
G000718325	G000718325
G000723585	G000723585
G000724605	G000724605
G000724775	G000724775
G000725405	G000725405
G000725885	G000725885
G000730485	G000730485
G000730565	G000730565
G000730605	G000730605
G000730625	G000730625
G000730685	G000730685
G000733715	G000733715
G000734905	G000734905
G000734955	G000734955
G000735345	G000735345
G000735365	G000735365
G000735375	G000735375
G000735425	G000735425
G000735435	G000735435
G000735445	G000735445
G000735455	G000735455
G000735505	G000735505
G000735515	G000735515
G000735525	G000735525
G000737145	G000737145
G000739435	G000739435
G000739455	G000739455
G000739755	G000739755
G000739855	G000739855
G000739875	G000739875
G000739895	G000739895
G000739975	G000739975
G000740035	G000740035
G000740335	G000740335
G000740415	G000740415
G000740775	G000740775
G000740795	G000740795
G000741065	G000741065
G000741085	G000741085
G000741205	G000741205
G000741215	G000741215
G000741245	G000741245
G000741295	G000741295
G000741325	G000741325
G000741375	G000741375
G000741415	G000741415
G000741455	G000741455
G000741485	G000741485
G000741565	G000741565
G000741605	G000741605
G000741685	G000741685
G000741825	G000741825
G000741965	G000741965
G000742135	G000742135
G000742255	G000742255
G000742895	G000742895
G000743055	G000743055
G000743455	G000743455
G000743465	G000743465
G000746485	G000746485
G000747195	G000747195
G000747315	G000747315
G000750635	G000750635
G000751755	G000751755
G000754275	G000754275
G000754805	G000754805
G000754815	G000754815
G000754995	G000754995
G000755055	G000755055
G000755525	G000755525
G000756125	G000756125
G000758725	G000758725
G000758765	G000758765
G000758985	G000758985
G000759695	G000759695
G000759735	G000759735
G000759775	G000759775
G000759795	G000759795
G000759815	G000759815
G000759835	G000759835
G000761055	G000761055
G000762305	G000762305
G000763515	G000763515
G000765785	G000765785
G000767615	G000767615
G000767645	G000767645
G000767835	G000767835
G000770115	G000770115
G000770155	G000770155
G000770925	G000770925
G000770965	G000770965
G000770985	G000770985
G000771005	G000771005
G000771025	G000771025
G000771105	G000771105
G000771145	G000771145
G000771165	G000771165
G000771205	G000771205
G000771225	G000771225
G000771285	G000771285
G000771305	G000771305
G000771405	G000771405
G000771445	G000771445
G000771485	G000771485
G000771505	G000771505
G000771545	G000771545
G000771705	G000771705
G000771725	G000771725
G000772935	G000772935
G000775975	G000775975
G000783715	G000783715
G000783935	G000783935
G000785515	G000785515
G000786395	G000786395
G000786655	G000786655
G000787535	G000787535
G000788015	G000788015
G000789275	G000789275
G000799205	G000799205
G000801145	G000801145
G000804505	G000804505
G000805675	G000805675
G000807675	G000807675
G000807695	G000807695
G000808015	G000808015
G000811985	G000811985
G000813225	G000813225
G000813265	G000813265
G000813305	G000813305
G000813365	G000813365
G000814845	G000814845
G000815105	G000815105
G000816085	G000816085
G000818015	G000818015
G000818035	G000818035
G000818595	G000818595
G000819705	G000819705
G000819785	G000819785
G000819905	G000819905
G000819955	G000819955
G000820065	G000820065
G000820105	G000820105
G000820145	G000820145
G000820225	G000820225
G000820265	G000820265
G000820285	G000820285
G000820305	G000820305
G000820325	G000820325
G000820365	G000820365
G000825665	G000825665
G000826065	G000826065
G000826085	G000826085
G000826205	G000826205
G000826525	G000826525
G000828055	G000828055
G000829215	G000829215
G000829905	G000829905
G000832605	G000832605
G000833375	G000833375
G000833455	G000833455
G000833575	G000833575
G000834295	G000834295
G000834455	G000834455
G000835975	G000835975
G000836015	G000836015
G000836055	G000836055
G000875895	G000875895
G000940845	G000940845
G000940955	G000940955
G000942395	G000942395
G000943515	G000943515
G000949455	G000949455
G000949655	G000949655
G000953635	G000953635
G000953655	G000953655
G000953675	G000953675
G000956315	G000956315
G000959445	G000959445
G000959505	G000959505
G000959525	G000959525
G000959545	G000959545
G000959725	G000959725
G000960005	G000960005
G000963945	G000963945
G000964685	G000964685
G000966355	G000966355
G000967305	G000967305
G000969395	G000969395
G000969825	G000969825
G000969835	G000969835
G000973705	G000973705
G000974705	G000974705
G000980835	G000980835
G000982825	G000982825
G000987075	G000987075
G000988235	G000988235
G001005065	G001005065
G001006005	G001006005
G001006485	G001006485
G001006765	G001006765
G001006805	G001006805
G001011015	G001011015
G001013475	G001013475
G001014685	G001014685
G001020205	G001020205
G001020485	G001020485
G001021495	G001021495
G001021565	G001021565
G001025135	G001025135
G001025155	G001025155
G001025175	G001025175
G001025195	G001025195
G001025215	G001025215
G001027105	G001027105
G001028645	G001028645
G001028665	G001028665
G001042485	G001042485
G001042595	G001042595
G001042615	G001042615
G001042635	G001042635
G001042655	G001042655
G001042675	G001042675
G001042925	G001042925
G001045685	G001045685
G001047055	G001047055
G001047675	G001047675
G001047695	G001047695
G001049515	G001049515
G001049895	G001049895
G001049955	G001049955
G001050495	G001050495
G001053185	G001053185
G001054945	G001054945
G001071155	G001071155
G001078375	G001078375
G001160345	G001160345
G001182045	G001182045
G001182285	G001182285
G001182745	G001182745
G001186195	G001186195
G001186365	G001186365
G001187505	G001187505
G001189855	G001189855
G001190005	G001190005
G001190115	G001190115
G001190745	G001190745
G001224225	G001224225
G001244995	G001244995
G001263135	G001263135
G001263335	G001263335
G001263755	G001263755
G001267845	G001267845
G001269555	G001269555
G001269575	G001269575
G001269625	G001269625
G001269845	G001269845
G001275345	G001275345
G001276985	G001276985
G001277215	G001277215
G001280875	G001280875
G001281405	G001281405
G001283065	G001283065
G001286805	G001286805
G001293125	G001293125
G001294465	G001294465
G001298465	G001298465
G001298815	G001298815
G001299075	G001299075
G001299475	G001299475
G001304675	G001304675
G001304715	G001304715
G001305955	G001305955
G001306015	G001306015
G001310275	G001310275
G001312825	G001312825
G001314995	G001314995
G001319545	G001319545
G001319845	G001319845
G001368795	G001368795
G001373395	G001373395
G001373515	G001373515
G001375495	G001375495
G001375555	G001375555
G001375675	G001375675
G001401075	G001401075
G001401215	G001401215
G001404615	G001404615
G001404635	G001404635
G001404935	G001404935
G001405015	G001405015
G001405615	G001405615
G001405695	G001405695
G001406295	G001406295
G001407835	G001407835
G001411495	G001411495
G001412635	G001412635
G001418125	G001418125
G001418505	G001418505
G001418545	G001418545
G001431595	G001431595
G001431665	G001431665
G001431675	G001431675
G001432245	G001432245
G001433895	G001433895
G001433975	G001433975
G001433985	G001433985
G001434005	G001434005
G001434335	G001434335
G001434435	G001434435
G001434635	G001434635
G001434945	G001434945
G001434975	G001434975
G001435015	G001435015
G001435325	G001435325
G001435665	G001435665
G001435795	G001435795
G001436125	G001436125
G001436305	G001436305
G001436455	G001436455
G001437015	G001437015
G001437115	G001437115
G001437195	G001437195
G001437285	G001437285
G001437355	G001437355
G001437365	G001437365
G001437485	G001437485
G001437565	G001437565
G001437585	G001437585
G001438885	G001438885
G001439515	G001439515
G001439685	G001439685
G001444445	G001444445
G001455085	G001455085
G001456385	G001456385
G001457415	G001457415
G001457435	G001457435
G001457455	G001457455
G001457475	G001457475
G001457555	G001457555
G001457615	G001457615
G001457635	G001457635
G001457655	G001457655
G001457695	G001457695
G001457815	G001457815
G001457835	G001457835
G001458115	G001458115
G001458595	G001458595
G001460875	G001460875
G001463885	G001463885
G001465595	G001465595
G001467035	G001467035
G001467505	G001467505
G001467525	G001467525
G001467545	G001467545
G001467605	G001467605
G001467625	G001467625
G001467685	G001467685
G001467765	G001467765
G001467795	G001467795
G001467845	G001467845
G001467875	G001467875
G001467925	G001467925
G001468035	G001468035
G001468105	G001468105
G001468125	G001468125
G001469025	G001469025
G001469295	G001469295
G001471275	G001471275
G001471575	G001471575
G001471585	G001471585
G001481395	G001481395
G001483145	G001483145
G001485415	G001485415
G001486165	G001486165
G001486665	G001486665
G001514475	G001514475
G001515505	G001515505
G001517935	G001517935
G001518835	G001518835
G001521715	G001521715
G001523785	G001523785
G001525545	G001525545
G001525625	G001525625
G001528845	G001528845
G001541305	G001541305
G001541315	G001541315
G001543175	G001543175
G001543285	G001543285
G001544095	G001544095
G001544115	G001544115
G001544155	G001544155
G001544175	G001544175
G001544215	G001544215
G001544235	G001544235
G001544255	G001544255
G001544275	G001544275
G001544335	G001544335
G001546165	G001546165
G001547995	G001547995
G001548475	G001548475
G001552035	G001552035
G001552095	G001552095
G001552295	G001552295
G001552395	G001552395
G001552415	G001552415
G001552495	G001552495
G001552595	G001552595
G001553005	G001553005
G001553115	G001553115
G001553225	G001553225
G001553545	G001553545
G001553605	G001553605
G001553855	G001553855
G001553955	G001553955
G001558255	G001558255
G001558355	G001558355
G001558415	G001558415
G001558495	G001558495
G001558775	G001558775
G001558935	G001558935
G001559035	G001559035
G001570785	G001570785
G001570825	G001570825
G001570845	G001570845
G001571065	G001571065
G001571245	G001571245
G001571265	G001571265
G001571285	G001571285
G001571305	G001571305
G001571325	G001571325
G001571365	G001571365
G001571425	G001571425
G001575155	G001575155
G001575165	G001575165
G001575215	G001575215
G001575225	G001575225
G001582475	G001582475
G001586155	G001586155
G001586235	G001586235
G001590885	G001590885
G001590925	G001590925
G001590945	G001590945
G001591065	G001591065
G001591145	G001591145
G001591185	G001591185
G001591205	G001591205
G001591245	G001591245
G001591265	G001591265
G001591325	G001591325
G001591765	G001591765
G001591845	G001591845
G001592005	G001592005
G001592205	G001592205
G001593525	G001593525
G001597285	G001597285
G001597945	G001597945
G001598295	G001598295
G001598315	G001598315
G001598395	G001598395
G001598475	G001598475
G001598595	G001598595
G001598655	G001598655
G001598675	G001598675
G001598695	G001598695
G001598735	G001598735
G001598795	G001598795
G001598835	G001598835
G001598855	G001598855
G001598875	G001598875
G001598895	G001598895
G001598915	G001598915
G001611955	G001611955
G001612615	G001612615
G001612635	G001612635
G001612765	G001612765
G001612785	G001612785
G001612845	G001612845
G001612905	G001612905
G001612925	G001612925
G001613005	G001613005
G001613105	G001613105
G001613165	G001613165
G001613425	G001613425
G001613465	G001613465
G001618405	G001618405
G001618505	G001618505
G001618885	G001618885
G001620305	G001620305
G001632285	G001632285
G001636015	G001636015
G001639375	G001639375
G001641305	G001641305
G001642795	G001642795
G001643305	G001643305
G001646675	G001646675
G001646825	G001646825
