gIDs,start,stop,length
G001651765,5382510,5383224,715
G001651765,5386313,5386698,386
G001651765,5387052,5387268,217
G001651765,5388000,5388146,147
G001651765,5388848,5388962,115
G001651765,5390600,5390740,141
G001651765,5391000,5391123,124
G001651765,5391741,5391941,201
G001651765,5392132,5392281,150
G001651765,5392858,5393324,467
G001651765,5396593,5396999,407
G001651765,5398343,5398455,113
G001651765,5401451,5401589,139
G001651765,5402364,5402679,316
G001651765,5408492,5408828,337
G001651765,5411000,5411261,262
G001652265,2994120,2994360,241
G001652265,2994555,2994702,148
G001652265,3101702,3101999,298
G001653495,328542,328999,458
G001653495,332000,332999,1000
G001653495,410000,410999,1000
G001653495,3266121,3268539,2419
G900023925,2013586,2014999,1414
G900023925,2015559,2015999,441
G900023925,2017000,2019379,2380
G900023925,2020498,2022306,1809
G900023925,2022758,2023940,1183
G900023925,2024339,2024691,353
G900023925,2025078,2025419,342
