fastq_fn	fastq_prep_ID	HG38	T2T_pese	Pangenome_pese	Transcript_pese
UNCID_1884846.e3d00d08-5395-48b0-bd95-0c945e2a33fe.sorted_genome_alignments.	117426	3030	2622	882	162
UNCID_1885036.4e169e09-37da-42c9-bed4-2649212d9c6b.sorted_genome_alignments.	117441	3400	2942	1116	250
UNCID_1885092.19eedffb-4311-4e50-9bf1-39bef9d2918c.sorted_genome_alignments.	117441	2992	2598	924	188
UNCID_1885145.07653b81-7194-4348-8ef9-1a7660c95376.sorted_genome_alignments.	117436	4188	3758	1480	162
UNCID_1885458.5a6bed81-2364-4681-b659-af68a1028512.sorted_genome_alignments.	117438	4458	3680	1322	106
UNCID_1885506.214d6150-1b21-4994-858a-09c917dc958b.sorted_genome_alignments.	117444	3202	2714	1062	202
UNCID_1885579.e0f1b805-f155-47d8-a97e-7e611382cb76.sorted_genome_alignments.	117444	3454	2936	1024	236
UNCID_1885594.6d95b2ca-976f-4ea4-ab5b-8ce5e846a6ef.sorted_genome_alignments.	117441	3682	3092	1168	152
UNCID_1885662.edcc32ad-1375-4502-822e-defcea52b943.sorted_genome_alignments.	117433	3630	3190	1160	114
UNCID_1885812.4ca3b9ec-cd21-46fc-9a44-05d5225f0c57.sorted_genome_alignments.	117460	3782	3214	1182	206
UNCID_1885875.d620baa1-c329-46c6-a56a-dc08dfa23470.sorted_genome_alignments.	117439	3268	2814	1072	186
UNCID_1885897.49a0f1eb-6ece-48fc-970f-3922263fd20b.sorted_genome_alignments.	117431	4884	4042	1212	120
UNCID_1885943.68ec8441-f60a-4c80-8a9f-7609a0f81430.sorted_genome_alignments.	117438	4270	3510	1170	164
UNCID_1886222.24f42719-6ad5-48fb-b27d-5812c3447b46.sorted_genome_alignments.	117448	3204	2696	806	154
UNCID_1886291.bfedc051-75dd-44f8-add4-40ec7eabf0b0.sorted_genome_alignments.	117434	3606	2748	992	150
UNCID_1886293.7a4e94fa-09fb-4483-8816-f3ff2f1b2a6f.sorted_genome_alignments.	117444	4770	3660	1230	208
UNCID_1886437.c8b3eddd-f3cf-42eb-bb30-ccc3943eadec.sorted_genome_alignments.	117452	3484	2868	950	266
UNCID_1886490.dd37c309-81f0-4d3d-863d-a16aa505e346.sorted_genome_alignments.	117442	3698	3298	1224	244
UNCID_1886806.a58de230-f177-4c58-95ec-55b6edb08452.sorted_genome_alignments.	117460	3992	3042	1168	268
UNCID_1887863.8e48cff2-5edd-4ce6-9531-5dc594ae78ff.sorted_genome_alignments.	117450	3668	2818	900	184
UNCID_1888531.616255fe-88b3-4567-ae8d-bd68dd8380a3.sorted_genome_alignments.	117439	3402	2892	920	148
UNCID_1888629.5b9b0b0c-c751-4b7d-9951-a8f6a13e1afa.sorted_genome_alignments.	117439	3756	3082	1136	190
UNCID_1889434.84f24356-27a3-4321-a58d-f1f6b135c954.sorted_genome_alignments.	117440	4136	3532	1142	256
UNCID_1889468.231c36ea-41b0-4a29-bb3f-222a266c2a19.sorted_genome_alignments.	117432	3226	2740	914	164
UNCID_1889481.c8de0c98-c69a-44a1-bdf7-e6c731359aac.sorted_genome_alignments.	117426	3508	3018	974	124
UNCID_1889514.db848332-4ee8-4f22-b6c9-b2634bd35918.sorted_genome_alignments.	117432	2936	2660	838	156
UNCID_1889523.40ec3184-5b50-47b0-95eb-865fe3df4513.sorted_genome_alignments.	117423	5548	4290	1452	162
UNCID_1889546.92462e76-eed1-4eab-8c38-4cf9897be417.sorted_genome_alignments.	117427	3620	3072	930	134
UNCID_1890762.608bf540-a094-441e-9329-9e759ff5d84d.sorted_genome_alignments.	117448	5448	2326	684	134
UNCID_1891102.1cc4f319-fc1d-46bb-9fbb-469d66bd23f2.sorted_genome_alignments.	117430	2954	2630	900	212
UNCID_1891176.7e48e392-4196-4188-bb39-bba65e88c2d5.sorted_genome_alignments.	118022	3162	2812	976	148
UNCID_1891219.61fcdecf-52ca-465a-b8f1-262b6540117f.sorted_genome_alignments.	118022	2960	2674	880	124
UNCID_1891530.4cda696b-42da-43fd-9f6f-95dfc748a0ca.sorted_genome_alignments.	117434	3018	2504	904	202
UNCID_1891750.07401514-29ef-43a8-8a7f-a4e147852470.sorted_genome_alignments.	118022	3470	3060	974	140
UNCID_1892702.9ac9a050-720a-45bc-94d4-87802c8f0aba.sorted_genome_alignments.	117427	4076	3512	1074	166
UNCID_1896391.bdb4a761-71cf-4465-a48f-4f938493ffcb.sorted_genome_alignments.	117434	3510	3020	1156	200
UNCID_1896466.5330437a-0b3d-4249-9c70-a5f967f989de.sorted_genome_alignments.	117442	3338	2964	1198	186
UNCID_1896492.6b264e41-b852-4221-8e09-692a6a639ccf.sorted_genome_alignments.	117435	3838	3362	1334	168
UNCID_1896591.644e2830-703e-4a1f-86e3-f9cea798c1eb.sorted_genome_alignments.	117439	4526	3654	1376	210
UNCID_1896609.3d626bcf-fa11-443c-ac02-b2a099494189.sorted_genome_alignments.	117439	4770	3978	1542	160
UNCID_1896676.5b656979-9a9f-4ef2-8948-2979d1db0c68.sorted_genome_alignments.	117460	4518	3360	1256	200
UNCID_1896679.0a67e3de-1840-44f1-ae19-14f3c2df230c.sorted_genome_alignments.	117460	3880	3326	1248	242
UNCID_1896680.a597168e-2c74-4e79-b863-45c94ac8efa1.sorted_genome_alignments.	117443	5540	4080	1438	176
UNCID_1896681.d5a6b5e2-f1af-4b1f-bfbe-2b3c05f3f642.sorted_genome_alignments.	117437	5540	3832	1388	162
UNCID_1896766.0e963a64-2e40-4117-b4fa-4061d16aabae.sorted_genome_alignments.	117437	5320	4412	1726	184
UNCID_1896790.07384291-d5cc-44d8-a025-f10636c91691.sorted_genome_alignments.	117460	3770	3324	1354	178
UNCID_1896963.c11b849f-04dd-4599-8073-e2431bd68dd1.sorted_genome_alignments.	117417	3004	2702	876	140
UNCID_1896978.0cb961d7-87be-40c2-b703-3e424b8c8e78.sorted_genome_alignments.	117447	4456	3740	1474	200
UNCID_1897068.1eda4d9f-e9a1-4ee7-8c71-559c8940b751.sorted_genome_alignments.	117444	4336	3364	1282	170
UNCID_1897158.35c918eb-2a20-4e32-93d4-ae2c80d6cee7.sorted_genome_alignments.	117434	5492	4276	1610	172
UNCID_1897246.ac3b2403-e941-4b8a-8051-f29055c2428a.sorted_genome_alignments.	117440	5028	4134	1584	216
UNCID_1897708.cf19f287-ebc8-4be0-a619-cb26e7d5a671.sorted_genome_alignments.	117437	6634	4626	1928	218
UNCID_1897944.9cf68c53-c1a5-4102-aeba-a2083335954e.sorted_genome_alignments.	117418	3462	3024	984	174
UNCID_1897951.7d16518c-7da4-4b50-ae77-a708eccf5db0.sorted_genome_alignments.	117420	2914	2564	858	136
UNCID_1898036.764bce37-06d7-41e7-83d9-ce803dabd5f0.sorted_genome_alignments.	117417	3160	2836	872	124
UNCID_1898085.b363949d-cc43-4480-8afd-9f4693fe43cc.sorted_genome_alignments.	117418	2968	2712	884	162
UNCID_1898104.f5c78889-7c7f-4b88-8660-6560b49b7be4.sorted_genome_alignments.	117418	3236	2884	916	120
UNCID_1898115.ab39e99f-8967-4068-b1e2-49e1fe2298ff.sorted_genome_alignments.	117419	4066	3506	1170	178
UNCID_1898118.a49c5cb5-9a31-456d-b55d-904081633729.sorted_genome_alignments.	117419	3438	3014	1016	206
UNCID_1898237.8a6ee832-1496-4016-8780-0b842b960582.sorted_genome_alignments.	117419	2804	2264	668	132
UNCID_1898307.00c7a308-6add-457c-9003-784d4e65c318.sorted_genome_alignments.	117422	3160	2710	952	162
UNCID_1898314.81be01d3-ad98-495f-910c-c33a7b100b53.sorted_genome_alignments.	117419	3416	2956	970	128
UNCID_1898395.2e85d1dd-1b37-4504-ad35-10926c11341c.sorted_genome_alignments.	117425	2862	2338	744	106
UNCID_1898466.21c18eb0-b627-41f0-8d2f-d3167f6feb2c.sorted_genome_alignments.	117435	2552	2114	742	138
UNCID_1898468.49a146e2-268d-4cee-b2d6-c1d7ce6b4462.sorted_genome_alignments.	117426	3296	2526	748	128
UNCID_1898554.b48261ed-8b67-4fd4-98b6-cf554417cfba.sorted_genome_alignments.	117427	3238	2596	836	188
UNCID_1898587.3061e43d-0a94-474d-a715-545692c33cfb.sorted_genome_alignments.	117436	2796	2412	738	210
UNCID_1898855.9eba7222-3723-4b4a-9ae1-a967790d864f.sorted_genome_alignments.	117432	3292	2608	874	162
UNCID_1898866.09940f4e-69df-4ada-96ab-a6749b70e4b8.sorted_genome_alignments.	117434	3050	2564	820	210
UNCID_1898900.539e8615-ff7b-455c-a13b-b26528875d8f.sorted_genome_alignments.	117435	3148	2614	796	164
UNCID_1898901.ba92f078-da12-4519-a22e-8646d6263e0f.sorted_genome_alignments.	117435	2644	2264	758	174
UNCID_1898975.93ec9ca7-cb63-48a3-809f-6222f506fc07.sorted_genome_alignments.	118022	2940	2380	742	142
UNCID_1899001.0c6d6099-1020-475b-ba62-d3c306860e8e.sorted_genome_alignments.	117436	3236	2630	934	222
UNCID_1899124.56fac7d6-1dc6-4c7b-8b5c-7cb9d914d2f5.sorted_genome_alignments.	117436	3348	2588	814	188
UNCID_1899221.27b45aff-a680-42ac-95a9-6fd698230b27.sorted_genome_alignments.	117439	3078	2514	794	176
UNCID_1899267.d36829af-a8cc-41fc-8929-a1979af2facc.sorted_genome_alignments.	117424	3234	2514	810	126
UNCID_1899309.284266c1-3ec6-41b6-af26-da481d7e7d20.sorted_genome_alignments.	117442	4244	2722	876	200
UNCID_1899433.c23cb864-64d1-4e0e-abe5-68ef839fa41e.sorted_genome_alignments.	117439	3022	2518	790	182
UNCID_1899549.c4a0a1fb-719b-461f-ac3d-43362dd12249.sorted_genome_alignments.	117422	5672	2650	798	102
UNCID_1899594.674cbce1-a972-499e-b4d0-2b9aeab66a45.sorted_genome_alignments.	117460	3490	2770	848	212
UNCID_1899701.6edf1b77-fab6-4806-b108-dbc795d4a969.sorted_genome_alignments.	117433	2890	2400	814	178
UNCID_1900061.5642f9d8-a84b-4ab6-b841-910ac4010e16.sorted_genome_alignments.	117416	3240	2958	986	120
UNCID_1900177.4c893780-d86b-4b01-a423-ca099e4fc007.sorted_genome_alignments.	117417	3430	3020	994	138
UNCID_1900281.ae6e4491-f510-41b0-9279-d4887504a637.sorted_genome_alignments.	117417	2840	2560	850	158
UNCID_1900352.ce3a2fa7-905e-491d-ade0-c8d5712c4afa.sorted_genome_alignments.	117423	3086	2794	894	108
UNCID_1900439.b08d8be0-f28a-474a-991f-e7764e16b311.sorted_genome_alignments.	117432	4400	3764	1370	192
UNCID_1900514.27b8775c-5f1f-407c-8db8-674dc301307a.sorted_genome_alignments.	117438	2936	2442	892	178
UNCID_1900515.51d59e9b-2f54-4a54-b5f5-81376be2eb82.sorted_genome_alignments.	117425	3582	2916	978	120
UNCID_1900585.0a85f2bd-d169-44e4-bde3-c92ff92ddc94.sorted_genome_alignments.	117417	3584	3244	1004	104
UNCID_1900603.a872e4e0-b63c-4f88-a5c9-ceb9aa751304.sorted_genome_alignments.	117430	3818	3358	1192	118
UNCID_1900646.7c79678c-45ca-4c2c-b2db-11e00c3864f6.sorted_genome_alignments.	117438	3086	2758	1056	230
UNCID_1900655.4bdf2f0f-68b6-494f-95ec-659f5a2ab85c.sorted_genome_alignments.	118022	3122	2672	974	148
UNCID_1900686.2e4e9b2d-605f-4ce2-ab37-ba8774cbda25.sorted_genome_alignments.	117432	3386	3012	1068	152
UNCID_1900704.e84aa302-bced-477d-a3ff-d462a2530616.sorted_genome_alignments.	117425	4484	3702	1168	110
UNCID_1900716.eab55e05-a92f-471a-88d4-7663d70d940b.sorted_genome_alignments.	117425	3482	3028	1040	174
UNCID_1900747.3e9ed7f0-3324-4c3c-85e2-dadb05025b94.sorted_genome_alignments.	117442	3064	2742	1002	220
UNCID_1900755.9bea59ee-e522-41c7-ba60-4cb0cb6b266a.sorted_genome_alignments.	117424	4918	3852	1320	118
UNCID_1900765.4ab212b1-2a55-4850-8610-8a3c96ed0c1b.sorted_genome_alignments.	117420	8704	5092	1622	112
UNCID_1900929.899e71cc-c363-4842-a4c7-b3e13cfd0f70.sorted_genome_alignments.	117430	3586	3118	1020	170
UNCID_1901004.2412baac-c345-465e-9c6e-bd17d3797129.sorted_genome_alignments.	118022	3532	3090	1038	162
UNCID_1901037.83020f0d-f4bc-4e38-a056-453aa00697f9.sorted_genome_alignments.	117442	3168	2628	944	274
UNCID_1901125.b127c23e-b16b-4402-8a0c-764867fc6b52.sorted_genome_alignments.	117433	3562	2910	1050	214
UNCID_1901152.d2f6cb89-6c39-4265-9164-679614214514.sorted_genome_alignments.	118022	4304	3382	1268	218
UNCID_1901169.87ad5350-308a-4f86-a205-f4e566f950e2.sorted_genome_alignments.	117441	3318	2750	970	196
UNCID_1901224.b0c0055f-55c8-447a-9590-fd1ae77c7128.sorted_genome_alignments.	117435	4062	3294	1082	232
UNCID_1901433.2af5af75-e9c3-4297-ad9c-4f65fdaa0c00.sorted_genome_alignments.	117433	3690	3144	1132	252
UNCID_1901485.e9eda4da-4b9d-4add-8229-985b27f5ac2c.sorted_genome_alignments.	117460	4160	3306	1244	276
UNCID_1901495.db49acfb-d0a7-4957-82f8-038a1dc5ea9a.sorted_genome_alignments.	117426	4924	3966	1528	214
UNCID_1901541.46b47792-13ed-49c3-9456-c22d0b920c34.sorted_genome_alignments.	117434	5198	4044	1480	296
UNCID_1901673.09cc958e-370f-4120-96df-896c7e602474.sorted_genome_alignments.	117438	4712	3028	1082	200
UNCID_1901691.27ecc5f8-6232-48bb-8a1f-fa46af7a9309.sorted_genome_alignments.	117439	3706	3132	1160	234
UNCID_1901771.3721b7dc-c503-4dc0-87be-f22a7e4a4900.sorted_genome_alignments.	117434	5100	4024	1528	256
UNCID_1901820.72b416c6-968b-46aa-b172-664472feee85.sorted_genome_alignments.	117434	4056	3072	1192	228
UNCID_1901989.2d914586-8139-4f9c-be79-99722e36b46a.sorted_genome_alignments.	118022	3694	3038	1060	210
UNCID_1902140.1826da69-3d45-4607-820b-47fb71d60812.sorted_genome_alignments.	117447	7516	6110	3454	784
UNCID_1902210.a8d45785-d6e2-4c38-9625-ee36e2a1017a.sorted_genome_alignments.	117441	9870	8648	5076	750
UNCID_1902282.39eb1ae5-70cd-4b7b-94a9-7b070a34f107.sorted_genome_alignments.	117437	13516	11384	6586	900
UNCID_1902291.2491134e-0745-4877-bde0-ce919c4ce3f4.sorted_genome_alignments.	117451	7934	6848	4128	764
UNCID_1902351.1adb31d9-b06e-4820-8ccc-958298f59395.sorted_genome_alignments.	117445	4006	3248	1348	244
UNCID_1902381.1fdbc7ad-2c2e-428d-b98d-7a532135eae9.sorted_genome_alignments.	117448	7706	6128	2858	292
UNCID_1902405.865c259f-80d6-4f88-b5d1-14d8d6e7f2e6.sorted_genome_alignments.	117452	7716	6386	3662	1014
UNCID_1902419.8e124018-d6a5-47f8-9486-4c0fb0c7a622.sorted_genome_alignments.	117451	5276	4334	2200	326
UNCID_1902424.47855530-fdf4-4ab1-8387-f77db6b19e78.sorted_genome_alignments.	117447	5972	5096	2660	586
UNCID_1902446.73d37bb3-e8d4-4347-9221-e79b0186d940.sorted_genome_alignments.	117452	9620	8150	4746	1136
UNCID_1902568.016536b0-a6c4-4b7c-81c5-9fca8315c94f.sorted_genome_alignments.	117438	9636	7580	3998	572
UNCID_1902614.8f581126-cf99-41bb-84ce-c9533f2db53a.sorted_genome_alignments.	117442	4936	4292	2060	480
UNCID_1905121.34dda809-a7af-411f-ab80-b021b077eaf9.sorted_genome_alignments.	117416	2904	2698	952	110
UNCID_1905172.518328ff-5705-456f-b71a-a194fc526653.sorted_genome_alignments.	117417	3064	2778	916	180
UNCID_1905206.2fe33b61-8a00-424b-b881-e2808b099022.sorted_genome_alignments.	117418	3186	2880	1026	178
UNCID_1905230.a0e0a895-ce81-44a6-a21e-453e727acdbb.sorted_genome_alignments.	117418	3188	2826	960	110
UNCID_1905302.80c995f9-48bf-49a7-82ac-27d646b93e81.sorted_genome_alignments.	117418	3394	2992	962	178
UNCID_1905331.777c61bc-aa43-4661-a1d3-7a2f07dc055a.sorted_genome_alignments.	117420	3368	3016	1016	222
UNCID_1905376.bdaceebb-1720-4ed0-b4e2-e3dec1d2335b.sorted_genome_alignments.	117419	3358	3024	948	148
UNCID_1905407.42ab0bc6-16cb-43e4-9729-9b947f2e6432.sorted_genome_alignments.	117419	2920	2582	910	138
UNCID_1905418.3088dac7-68b6-42f3-82eb-ff2bd451d7c5.sorted_genome_alignments.	117421	3092	2716	954	150
UNCID_1905422.5cb476d8-eae8-453c-8157-fdb71b4d5efa.sorted_genome_alignments.	117422	3004	2656	894	202
UNCID_1905449.664ffa40-4508-40ae-9505-84a10136b362.sorted_genome_alignments.	117421	2980	2666	942	154
UNCID_1905492.50d1ad39-3545-422e-b8fa-440e68eeebf3.sorted_genome_alignments.	117423	2838	2474	896	174
UNCID_1905515.78dd0304-d459-4d26-b0ba-39a8078c59d0.sorted_genome_alignments.	117423	3372	2876	958	128
UNCID_1905554.e776b3c7-2afe-4f44-8596-4c0de62fd46d.sorted_genome_alignments.	117424	3130	2742	1048	188
UNCID_1905563.9d7459be-af93-4bf3-8d54-df569a16ee12.sorted_genome_alignments.	117423	3070	2724	984	166
UNCID_1905659.9356c4e0-eb35-4e70-85da-10ad2ae535a6.sorted_genome_alignments.	117438	3074	2756	1002	142
UNCID_1905906.e55a12d6-3ec4-4346-8849-cf7525fff740.sorted_genome_alignments.	117441	3128	2748	1070	132
UNCID_1905989.097a5525-0a68-45a3-8424-d7b2f1f25558.sorted_genome_alignments.	117460	3392	2922	1092	158
UNCID_1906020.e0da883a-782b-4dd1-944f-b0b79ae11fa8.sorted_genome_alignments.	117460	4128	3542	1428	172
UNCID_1906111.aa1a23a0-37ac-4d94-924d-40c4b341a16c.sorted_genome_alignments.	117443	3774	3320	1350	170
UNCID_1906503.090c18f2-3ca7-4e56-ac8c-0ac3f93d4e31.sorted_genome_alignments.	117416	3816	3402	1358	294
UNCID_1906589.00775634-c7a2-4336-83aa-4da2dc58d375.sorted_genome_alignments.	117451	3654	3118	1326	198
UNCID_1910458.865eece0-5e69-4878-b504-af3eb071273d.sorted_genome_alignments.	117421	2782	2540	934	158
UNCID_1910459.db1370cf-7ca5-45ed-bba6-751f28e39825.sorted_genome_alignments.	117419	3228	2846	954	184
UNCID_1910704.5a4f0f21-a774-46cd-a5ba-525029761d94.sorted_genome_alignments.	117418	3194	2890	904	142
UNCID_1910807.1bc29a8a-19a4-4b79-ad7e-a64633b2c487.sorted_genome_alignments.	117417	3402	3022	1104	118
UNCID_1910812.a77afb11-3c0e-411b-b34b-84f827478e03.sorted_genome_alignments.	117417	2944	2526	904	164
UNCID_1910851.11918ff0-e8d4-4214-904a-8120ba648fec.sorted_genome_alignments.	117418	2902	2548	908	180
UNCID_1910893.783abefe-0a71-4680-a09b-8152226d909e.sorted_genome_alignments.	117417	4378	3686	1284	104
UNCID_1910901.a6bba875-e7ad-4a67-837e-bd2f7a50dae1.sorted_genome_alignments.	117417	3074	2688	962	178
UNCID_1910948.381536e9-3a91-4878-8d63-8961d6e3b6a2.sorted_genome_alignments.	117419	3538	3086	1116	170
UNCID_1910977.4e77399b-349d-47c9-b058-f1f1fc118a34.sorted_genome_alignments.	118022	3508	3088	1128	178
UNCID_1910984.60652d7d-4da5-4e38-9f4d-8e9698c3e578.sorted_genome_alignments.	117421	3012	2676	964	174
UNCID_1911017.27232616-276d-4654-ba3a-697a0c83dd7e.sorted_genome_alignments.	117418	3378	2910	1066	194
UNCID_1911052.4fe8f85b-b46a-4e29-b152-8f46cfbd09ae.sorted_genome_alignments.	117439	4174	3540	1392	172
UNCID_1911103.ef3079e2-6eeb-4b6d-b412-1d57219be39c.sorted_genome_alignments.	117432	3524	3020	1012	216
UNCID_1911128.13380c2f-2f59-40ac-ae0c-9f3dab833e39.sorted_genome_alignments.	117418	4108	3268	1212	218
UNCID_1911136.758f95a1-8aca-43d0-aff2-39566606f88d.sorted_genome_alignments.	117421	3004	2644	934	140
UNCID_1911231.328de22d-8700-4ee4-bf78-71a774e4e569.sorted_genome_alignments.	117417	3106	2834	1046	174
UNCID_1911556.0a5d5dd8-9391-424e-905e-6359845a153d.sorted_genome_alignments.	117419	3122	2756	968	160
UNCID_1911607.b32d8bea-966a-4640-9a23-e20cd465771c.sorted_genome_alignments.	117416	2880	2602	930	92
UNCID_1911676.153f13af-43b9-4362-b18b-039b39611962.sorted_genome_alignments.	117418	3106	2670	890	164
UNCID_1911817.39dcdd85-0535-43fa-a0bf-e3a9e324eea2.sorted_genome_alignments.	117416	2576	2242	748	70
UNCID_1911844.9a7bfae6-39b5-4d65-953c-9a029b093808.sorted_genome_alignments.	117418	3398	2934	1110	216
UNCID_1911923.11b81a6e-be33-4bc8-8b91-1034c67a3ed8.sorted_genome_alignments.	117445	4676	3374	1336	166
UNCID_1911987.adda0fb6-b939-4fac-a005-3696d05d1971.sorted_genome_alignments.	117422	3336	2898	940	206
UNCID_1912018.68d0c316-0488-4f3e-a8de-fd7539f37d10.sorted_genome_alignments.	117431	3800	3348	1208	170
UNCID_1912136.4b0015ac-a48c-4a48-b32f-8f62a84ebecd.sorted_genome_alignments.	117416	3078	2804	980	138
UNCID_1912168.d34945c6-2882-4e48-ada0-2f61d9f7a4e5.sorted_genome_alignments.	117418	3102	2774	950	160
UNCID_1912227.322593ce-4a52-4c15-9640-54ebccf7bf45.sorted_genome_alignments.	117418	3158	2696	964	152
UNCID_1912256.a825b1eb-e03b-44da-8587-899244ca6c0e.sorted_genome_alignments.	117422	3464	3110	1108	202
UNCID_1912313.eee5c7c2-da4c-4d30-9001-7ca9f25c806a.sorted_genome_alignments.	117421	3396	2922	1162	198
UNCID_1912348.c3efe0fb-b62a-47b5-a50b-83433525dbc5.sorted_genome_alignments.	117417	3422	2996	1052	132
UNCID_1912419.8382d0be-b114-40b4-9412-b0ae25ab0f5b.sorted_genome_alignments.	117419	2986	2634	856	112
UNCID_1912442.84b37e1a-260f-42c8-92d2-377ba130168d.sorted_genome_alignments.	117418	3988	2970	1052	124
UNCID_1912530.ac7e54d7-3886-4da3-a569-dd59fe479dea.sorted_genome_alignments.	117423	3680	2934	1064	192
UNCID_1912531.3e456d4d-3c85-464d-a5e3-f837c6145abf.sorted_genome_alignments.	117418	2928	2664	954	174
UNCID_1912593.f9cc97c0-af9a-4d77-b68e-fcfe9ca9d238.sorted_genome_alignments.	117421	3258	2892	1042	150
UNCID_1912611.55d51796-c9c2-425b-8c94-bbd7475bc690.sorted_genome_alignments.	118022	3316	2900	1064	206
UNCID_1912660.02da99c7-0a26-4857-9733-42e02c46cbe7.sorted_genome_alignments.	117423	3312	2966	1076	166
UNCID_1912726.fed19371-74a4-414f-84a7-495d1ad86c6d.sorted_genome_alignments.	117424	3040	2692	1060	206
UNCID_1912939.bbbac47c-0764-4bdb-857d-bd218e9d76ca.sorted_genome_alignments.	117419	3330	2784	1048	142
UNCID_1913048.e049e194-d224-41cf-99b6-a4e7490674f9.sorted_genome_alignments.	117416	2466	2242	524	58
UNCID_1913099.06460d4f-a32d-4e68-a02b-e047d491c3a5.sorted_genome_alignments.	117423	3286	2962	1072	234
UNCID_1913277.24cbacbe-2de9-40b6-beea-d285eaf4c8b0.sorted_genome_alignments.	117422	3044	2628	952	116
UNCID_1913826.f3c5b879-2ca4-4d16-972b-6ed8f82b97a1.sorted_genome_alignments.	117419	2754	2472	840	146
UNCID_1913884.8cebbeaa-9421-4012-becb-10de3f135a3e.sorted_genome_alignments.	117435	3592	3050	1232	284
UNCID_1913938.3e1695a2-9716-466c-89a8-91a3c996cdbe.sorted_genome_alignments.	117422	3132	2638	926	172
UNCID_1914064.570cec62-e184-4e9b-a7fe-93f8615b2271.sorted_genome_alignments.	117421	3436	3092	1126	222
UNCID_1914148.089dccc0-b701-4b4e-ae11-82ec54b42c39.sorted_genome_alignments.	117427	3508	3050	1058	186
UNCID_1914372.3a627bd6-6f7e-4dca-a480-71eeb76e03b0.sorted_genome_alignments.	117436	3466	2968	1166	210
UNCID_1914402.25361c46-91f3-4b7b-80e0-ef8576ce00c1.sorted_genome_alignments.	117437	2830	2514	702	172
UNCID_1914461.4ec591d8-c168-4541-a685-f009d0c3da38.sorted_genome_alignments.	117433	3594	3068	1048	254
UNCID_1914704.eb9fed2e-137c-4bcc-b69a-0da18e9bd6d9.sorted_genome_alignments.	117431	3194	2674	1006	166
UNCID_1915806.b6530750-0410-43ec-bb79-f862ca3424a6.sorted_genome_alignments.	117460	3006	2558	892	216
UNCID_1917914.f929972c-1b5a-4fdb-b992-f69eb572496d.sorted_genome_alignments.	117444	6316	5350	2826	616
UNCID_1918045.a44ef83c-ef8e-4b10-bba2-86111df19873.sorted_genome_alignments.	117449	6680	5586	2832	578
UNCID_1918082.db85a3d4-61c8-4b3d-8d5e-f49fc9638cbb.sorted_genome_alignments.	117455	4114	3612	1072	428
UNCID_1918160.fce125fa-4f67-46cf-bdc9-988e081ae777.sorted_genome_alignments.	117450	6878	5598	2704	540
UNCID_1918243.deca26c0-d474-4a76-9a60-d49954ce1b68.sorted_genome_alignments.	117447	7502	6388	3296	458
UNCID_1918275.f2a077e8-1dd2-4a7b-b832-0f7367818044.sorted_genome_alignments.	117422	4548	2796	872	104
UNCID_1918282.0d43a86d-9356-426a-94dc-4448bd6820b8.sorted_genome_alignments.	117437	7858	6184	2390	300
UNCID_1918328.d5887688-b311-4ddc-84d4-538750849401.sorted_genome_alignments.	117451	11142	8128	4430	798
UNCID_1918418.5573955b-f0ec-4cfe-ad02-4f9f91693770.sorted_genome_alignments.	117424	4042	2908	820	122
UNCID_1918533.e66b878f-0a33-4edf-ba17-e0ec9f41e589.sorted_genome_alignments.	117440	3378	2894	974	202
UNCID_1918656.f39fc113-7955-4dc6-989b-17614c53ea20.sorted_genome_alignments.	117432	3344	2866	1148	230
UNCID_1918758.6f393dc9-7002-4fa7-8d05-c390e95e81e0.sorted_genome_alignments.	117431	2976	2500	830	174
UNCID_1918854.eda6f268-91c6-4a18-a3bc-cc2590423b44.sorted_genome_alignments.	117460	3676	3084	1056	258
UNCID_1918945.c4b02af4-2fea-44a7-bdf4-e983f681301b.sorted_genome_alignments.	117460	8076	6574	2526	224
UNCID_1919167.86cde8fe-ca8b-47f6-b121-df5a05d3ec4c.sorted_genome_alignments.	117433	3318	2764	1028	196
UNCID_1919199.24214ac8-46a2-44c2-9ce8-8514b9c61181.sorted_genome_alignments.	117423	3338	3026	1074	222
UNCID_1919321.e39040d8-cdb2-4ead-9e93-224ba7c37dbc.sorted_genome_alignments.	117418	3044	2088	660	72
UNCID_1919573.f847f8c8-7a39-4327-ad12-3aac2c331be8.sorted_genome_alignments.	117434	3676	3130	950	112
UNCID_1919627.60b16987-41a4-4bcf-a550-939534eae800.sorted_genome_alignments.	118022	3820	3076	1058	234
UNCID_1919666.1695c22b-f771-45da-8627-394516eb87de.sorted_genome_alignments.	117436	3278	2804	1062	244
UNCID_1919673.5cdb7ad7-0660-4e93-928c-655f0f9465e4.sorted_genome_alignments.	117430	3328	2960	962	248
UNCID_1919715.52a23370-b94f-4043-b114-a6caf04df5b6.sorted_genome_alignments.	117424	3604	3236	1024	234
UNCID_1919733.faec0e24-6bcd-4388-b227-b8d4b73bb110.sorted_genome_alignments.	117435	3820	3000	986	206
UNCID_1919753.d557d077-7341-4e0e-8994-9c36b45fe02d.sorted_genome_alignments.	117440	3900	3490	1252	370
UNCID_1919777.12c6d713-3314-4458-914a-8247ec0fe292.sorted_genome_alignments.	117444	3292	2830	990	294
UNCID_1919820.c0e5b9a0-cbbf-4b4b-a880-93721969c9a5.sorted_genome_alignments.	117439	4116	3580	1140	354
